ID	words	gloss	light_type	rotation	color	num_train_images
134	sun, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.96, 0.99, 1.0)	A snow color sun light	SUN	(4.904, 0.1837, 0.0995)	(1.0, 0.96, 0.99, 1.0)	1
135	spot, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.96, 0.99, 1.0)	A snow color spot light	SPOT	(4.904, 0.1837, 0.0995)	(1.0, 0.96, 0.99, 1.0)	1
136	area, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.96, 0.99, 1.0)	A snow color area light	AREA	(4.904, 0.1837, 0.0995)	(1.0, 0.96, 0.99, 1.0)	1
137	point, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.29, 1.0, 1.0)	A violet color point light	POINT	(4.904, 0.1837, 0.0995)	(1.0, 0.29, 1.0, 1.0)	1
138	sun, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.29, 1.0, 1.0)	A violet color sun light	SUN	(4.904, 0.1837, 0.0995)	(1.0, 0.29, 1.0, 1.0)	1
139	spot, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.29, 1.0, 1.0)	A violet color spot light	SPOT	(4.904, 0.1837, 0.0995)	(1.0, 0.29, 1.0, 1.0)	1
140	area, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.29, 1.0, 1.0)	A violet color area light	AREA	(4.904, 0.1837, 0.0995)	(1.0, 0.29, 1.0, 1.0)	1
141	point, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 1.0, 0.56, 1.0)	A khaki color point light	POINT	(4.904, 0.1837, 0.0995)	(0.94, 1.0, 0.56, 1.0)	1
142	sun, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 1.0, 0.56, 1.0)	A khaki color sun light	SUN	(4.904, 0.1837, 0.0995)	(0.94, 1.0, 0.56, 1.0)	1
143	spot, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 1.0, 0.56, 1.0)	A khaki color spot light	SPOT	(4.904, 0.1837, 0.0995)	(0.94, 1.0, 0.56, 1.0)	1
144	area, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 1.0, 0.56, 1.0)	A khaki color area light	AREA	(4.904, 0.1837, 0.0995)	(0.94, 1.0, 0.56, 1.0)	1
145	point, rotation at (4.904, 0.1837, 0.0995), color is (0.85, 0.84, 1.0, 1.0)	A lavender color point light	POINT	(4.904, 0.1837, 0.0995)	(0.85, 0.84, 1.0, 1.0)	1
146	sun, rotation at (4.904, 0.1837, 0.0995), color is (0.85, 0.84, 1.0, 1.0)	A lavender color sun light	SUN	(4.904, 0.1837, 0.0995)	(0.85, 0.84, 1.0, 1.0)	1
147	spot, rotation at (4.904, 0.1837, 0.0995), color is (0.85, 0.84, 1.0, 1.0)	A lavender color spot light	SPOT	(4.904, 0.1837, 0.0995)	(0.85, 0.84, 1.0, 1.0)	1
148	area, rotation at (4.904, 0.1837, 0.0995), color is (0.85, 0.84, 1.0, 1.0)	A lavender color area light	AREA	(4.904, 0.1837, 0.0995)	(0.85, 0.84, 1.0, 1.0)	1
149	point, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 0.62, 1.0, 1.0)	A violet color point light	POINT	(4.904, 0.1837, 0.0995)	(0.94, 0.62, 1.0, 1.0)	1
150	sun, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 0.62, 1.0, 1.0)	A violet color sun light	SUN	(4.904, 0.1837, 0.0995)	(0.94, 0.62, 1.0, 1.0)	1
151	spot, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 0.62, 1.0, 1.0)	A violet color spot light	SPOT	(4.904, 0.1837, 0.0995)	(0.94, 0.62, 1.0, 1.0)	1
152	area, rotation at (4.904, 0.1837, 0.0995), color is (0.94, 0.62, 1.0, 1.0)	A violet color area light	AREA	(4.904, 0.1837, 0.0995)	(0.94, 0.62, 1.0, 1.0)	1
153	point, rotation at (4.904, 0.1837, 0.0995), color is (0.56, 0.68, 1.0, 1.0)	A lightskyblue color point light	POINT	(4.904, 0.1837, 0.0995)	(0.56, 0.68, 1.0, 1.0)	1
154	sun, rotation at (4.904, 0.1837, 0.0995), color is (0.56, 0.68, 1.0, 1.0)	A lightskyblue color sun light	SUN	(4.904, 0.1837, 0.0995)	(0.56, 0.68, 1.0, 1.0)	1
155	spot, rotation at (4.904, 0.1837, 0.0995), color is (0.56, 0.68, 1.0, 1.0)	A lightskyblue color spot light	SPOT	(4.904, 0.1837, 0.0995)	(0.56, 0.68, 1.0, 1.0)	1
156	area, rotation at (4.904, 0.1837, 0.0995), color is (0.56, 0.68, 1.0, 1.0)	A lightskyblue color area light	AREA	(4.904, 0.1837, 0.0995)	(0.56, 0.68, 1.0, 1.0)	1
157	point, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color point light	POINT	(4.904, 0.1837, 0.0995)	(1.0, 0.86, 1.0, 1.0)	1
158	sun, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color sun light	SUN	(4.904, 0.1837, 0.0995)	(1.0, 0.86, 1.0, 1.0)	1
159	spot, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(4.904, 0.1837, 0.0995)	(1.0, 0.86, 1.0, 1.0)	1
160	area, rotation at (4.904, 0.1837, 0.0995), color is (1.0, 0.86, 1.0, 1.0)	A lavenderblush color area light	AREA	(4.904, 0.1837, 0.0995)	(1.0, 0.86, 1.0, 1.0)	1
161	point, rotation at (4.904, 0.1837, 0.0995), color is (0.86, 1.0, 0.79, 1.0)	A lightgoldenrodyellow color point light	POINT	(4.904, 0.1837, 0.0995)	(0.86, 1.0, 0.79, 1.0)	1
162	sun, rotation at (4.904, 0.1837, 0.0995), color is (0.86, 1.0, 0.79, 1.0)	A lightgoldenrodyellow color sun light	SUN	(4.904, 0.1837, 0.0995)	(0.86, 1.0, 0.79, 1.0)	1
163	spot, rotation at (4.904, 0.1837, 0.0995), color is (0.86, 1.0, 0.79, 1.0)	A lightgoldenrodyellow color spot light	SPOT	(4.904, 0.1837, 0.0995)	(0.86, 1.0, 0.79, 1.0)	1
164	area, rotation at (4.904, 0.1837, 0.0995), color is (0.86, 1.0, 0.79, 1.0)	A lightgoldenrodyellow color area light	AREA	(4.904, 0.1837, 0.0995)	(0.86, 1.0, 0.79, 1.0)	1
165	point, rotation at (4.904, 0.1837, 0.0995), color is (0.22, 1.0, 0.8, 1.0)	A turquoise color point light	POINT	(4.904, 0.1837, 0.0995)	(0.22, 1.0, 0.8, 1.0)	1
166	sun, rotation at (4.904, 0.1837, 0.0995), color is (0.22, 1.0, 0.8, 1.0)	A turquoise color sun light	SUN	(4.904, 0.1837, 0.0995)	(0.22, 1.0, 0.8, 1.0)	1
167	spot, rotation at (4.904, 0.1837, 0.0995), color is (0.22, 1.0, 0.8, 1.0)	A turquoise color spot light	SPOT	(4.904, 0.1837, 0.0995)	(0.22, 1.0, 0.8, 1.0)	1
168	area, rotation at (4.904, 0.1837, 0.0995), color is (0.22, 1.0, 0.8, 1.0)	A turquoise color area light	AREA	(4.904, 0.1837, 0.0995)	(0.22, 1.0, 0.8, 1.0)	1
169	point, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.95, 1.0, 1.0)	A ghostwhite color point light	POINT	(3.3667, 3.8032, -3.2275)	(1.0, 0.95, 1.0, 1.0)	1
170	sun, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.95, 1.0, 1.0)	A ghostwhite color sun light	SUN	(3.3667, 3.8032, -3.2275)	(1.0, 0.95, 1.0, 1.0)	1
171	spot, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.95, 1.0, 1.0)	A ghostwhite color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(1.0, 0.95, 1.0, 1.0)	1
172	area, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.95, 1.0, 1.0)	A ghostwhite color area light	AREA	(3.3667, 3.8032, -3.2275)	(1.0, 0.95, 1.0, 1.0)	1
173	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.52, 0.61, 0.62, 1.0)	A lightslategray color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.52, 0.61, 0.62, 1.0)	1
174	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.52, 0.61, 0.62, 1.0)	A lightslategray color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.52, 0.61, 0.62, 1.0)	1
175	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.52, 0.61, 0.62, 1.0)	A lightslategray color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.52, 0.61, 0.62, 1.0)	1
176	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.52, 0.61, 0.62, 1.0)	A lightslategray color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.52, 0.61, 0.62, 1.0)	1
177	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.57, 1.0, 1.0, 1.0)	1
178	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.57, 1.0, 1.0, 1.0)	1
179	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.57, 1.0, 1.0, 1.0)	1
180	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.57, 1.0, 1.0, 1.0)	1
181	point, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.59, 1.0)	A khaki color point light	POINT	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.59, 1.0)	1
182	sun, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.59, 1.0)	A khaki color sun light	SUN	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.59, 1.0)	1
183	spot, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.59, 1.0)	A khaki color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.59, 1.0)	1
184	area, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.59, 1.0)	A khaki color area light	AREA	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.59, 1.0)	1
185	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.77, 0.84, 1.0, 1.0)	A powderblue color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.77, 0.84, 1.0, 1.0)	1
186	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.77, 0.84, 1.0, 1.0)	A powderblue color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.77, 0.84, 1.0, 1.0)	1
187	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.77, 0.84, 1.0, 1.0)	A powderblue color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.77, 0.84, 1.0, 1.0)	1
188	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.77, 0.84, 1.0, 1.0)	A powderblue color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.77, 0.84, 1.0, 1.0)	1
189	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.3, 1.0, 1.0, 1.0)	A turquoise color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.3, 1.0, 1.0, 1.0)	1
190	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.3, 1.0, 1.0, 1.0)	A turquoise color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.3, 1.0, 1.0, 1.0)	1
191	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.3, 1.0, 1.0, 1.0)	A turquoise color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.3, 1.0, 1.0, 1.0)	1
192	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.3, 1.0, 1.0, 1.0)	A turquoise color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.3, 1.0, 1.0, 1.0)	1
193	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.96, 1.0, 0.74, 1.0)	A lemonchiffon color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.96, 1.0, 0.74, 1.0)	1
194	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.96, 1.0, 0.74, 1.0)	A lemonchiffon color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.96, 1.0, 0.74, 1.0)	1
195	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.96, 1.0, 0.74, 1.0)	A lemonchiffon color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.96, 1.0, 0.74, 1.0)	1
196	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.96, 1.0, 0.74, 1.0)	A lemonchiffon color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.96, 1.0, 0.74, 1.0)	1
197	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.5, 0.89, 0.64, 1.0)	A lightgreen color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.5, 0.89, 0.64, 1.0)	1
198	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.5, 0.89, 0.64, 1.0)	A lightgreen color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.5, 0.89, 0.64, 1.0)	1
199	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.5, 0.89, 0.64, 1.0)	A lightgreen color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.5, 0.89, 0.64, 1.0)	1
200	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.5, 0.89, 0.64, 1.0)	A lightgreen color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.5, 0.89, 0.64, 1.0)	1
201	point, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.8, 1.0, 1.0)	A lavender color point light	POINT	(3.3667, 3.8032, -3.2275)	(1.0, 0.8, 1.0, 1.0)	1
202	sun, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.8, 1.0, 1.0)	A lavender color sun light	SUN	(3.3667, 3.8032, -3.2275)	(1.0, 0.8, 1.0, 1.0)	1
203	spot, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.8, 1.0, 1.0)	A lavender color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(1.0, 0.8, 1.0, 1.0)	1
204	area, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.8, 1.0, 1.0)	A lavender color area light	AREA	(3.3667, 3.8032, -3.2275)	(1.0, 0.8, 1.0, 1.0)	1
205	point, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.88, 0.83, 1.0)	A blanchedalmond color point light	POINT	(3.3667, 3.8032, -3.2275)	(1.0, 0.88, 0.83, 1.0)	1
206	sun, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.88, 0.83, 1.0)	A blanchedalmond color sun light	SUN	(3.3667, 3.8032, -3.2275)	(1.0, 0.88, 0.83, 1.0)	1
207	spot, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.88, 0.83, 1.0)	A blanchedalmond color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(1.0, 0.88, 0.83, 1.0)	1
208	area, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.88, 0.83, 1.0)	A blanchedalmond color area light	AREA	(3.3667, 3.8032, -3.2275)	(1.0, 0.88, 0.83, 1.0)	1
209	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.94, 1.0, 1.0, 1.0)	A azure color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.94, 1.0, 1.0, 1.0)	1
210	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.94, 1.0, 1.0, 1.0)	A azure color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.94, 1.0, 1.0, 1.0)	1
211	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.94, 1.0, 1.0, 1.0)	A azure color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.94, 1.0, 1.0, 1.0)	1
212	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.94, 1.0, 1.0, 1.0)	A azure color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.94, 1.0, 1.0, 1.0)	1
213	point, rotation at (3.3667, 3.8032, -3.2275), color is (0.28, 1.0, 0.7, 1.0)	A turquoise color point light	POINT	(3.3667, 3.8032, -3.2275)	(0.28, 1.0, 0.7, 1.0)	1
214	sun, rotation at (3.3667, 3.8032, -3.2275), color is (0.28, 1.0, 0.7, 1.0)	A turquoise color sun light	SUN	(3.3667, 3.8032, -3.2275)	(0.28, 1.0, 0.7, 1.0)	1
215	spot, rotation at (3.3667, 3.8032, -3.2275), color is (0.28, 1.0, 0.7, 1.0)	A turquoise color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(0.28, 1.0, 0.7, 1.0)	1
216	area, rotation at (3.3667, 3.8032, -3.2275), color is (0.28, 1.0, 0.7, 1.0)	A turquoise color area light	AREA	(3.3667, 3.8032, -3.2275)	(0.28, 1.0, 0.7, 1.0)	1
217	point, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.77, 1.0)	A lemonchiffon color point light	POINT	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.77, 1.0)	1
218	sun, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.77, 1.0)	A lemonchiffon color sun light	SUN	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.77, 1.0)	1
219	spot, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.77, 1.0)	A lemonchiffon color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.77, 1.0)	1
220	area, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 1.0, 0.77, 1.0)	A lemonchiffon color area light	AREA	(3.3667, 3.8032, -3.2275)	(1.0, 1.0, 0.77, 1.0)	1
221	point, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.79, 1.0, 1.0)	A lavender color point light	POINT	(3.3667, 3.8032, -3.2275)	(1.0, 0.79, 1.0, 1.0)	1
222	sun, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.79, 1.0, 1.0)	A lavender color sun light	SUN	(3.3667, 3.8032, -3.2275)	(1.0, 0.79, 1.0, 1.0)	1
223	spot, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.79, 1.0, 1.0)	A lavender color spot light	SPOT	(3.3667, 3.8032, -3.2275)	(1.0, 0.79, 1.0, 1.0)	1
224	area, rotation at (3.3667, 3.8032, -3.2275), color is (1.0, 0.79, 1.0, 1.0)	A lavender color area light	AREA	(3.3667, 3.8032, -3.2275)	(1.0, 0.79, 1.0, 1.0)	1
225	point, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.42, 1.0)	A khaki color point light	POINT	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.42, 1.0)	1
226	sun, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.42, 1.0)	A khaki color sun light	SUN	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.42, 1.0)	1
227	spot, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.42, 1.0)	A khaki color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.42, 1.0)	1
228	area, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.42, 1.0)	A khaki color area light	AREA	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.42, 1.0)	1
229	point, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.72, 1.0, 1.0)	A pink color point light	POINT	(0.4087, 5.2417, -4.3165)	(1.0, 0.72, 1.0, 1.0)	1
230	sun, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.72, 1.0, 1.0)	A pink color sun light	SUN	(0.4087, 5.2417, -4.3165)	(1.0, 0.72, 1.0, 1.0)	1
231	spot, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.72, 1.0, 1.0)	A pink color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(1.0, 0.72, 1.0, 1.0)	1
232	area, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.72, 1.0, 1.0)	A pink color area light	AREA	(0.4087, 5.2417, -4.3165)	(1.0, 0.72, 1.0, 1.0)	1
233	point, rotation at (0.4087, 5.2417, -4.3165), color is (0.55, 0.83, 1.0, 1.0)	A lightskyblue color point light	POINT	(0.4087, 5.2417, -4.3165)	(0.55, 0.83, 1.0, 1.0)	1
234	sun, rotation at (0.4087, 5.2417, -4.3165), color is (0.55, 0.83, 1.0, 1.0)	A lightskyblue color sun light	SUN	(0.4087, 5.2417, -4.3165)	(0.55, 0.83, 1.0, 1.0)	1
235	spot, rotation at (0.4087, 5.2417, -4.3165), color is (0.55, 0.83, 1.0, 1.0)	A lightskyblue color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(0.55, 0.83, 1.0, 1.0)	1
236	area, rotation at (0.4087, 5.2417, -4.3165), color is (0.55, 0.83, 1.0, 1.0)	A lightskyblue color area light	AREA	(0.4087, 5.2417, -4.3165)	(0.55, 0.83, 1.0, 1.0)	1
237	point, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.83, 1.0, 1.0)	A lavenderblush color point light	POINT	(0.4087, 5.2417, -4.3165)	(1.0, 0.83, 1.0, 1.0)	1
238	sun, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.83, 1.0, 1.0)	A lavenderblush color sun light	SUN	(0.4087, 5.2417, -4.3165)	(1.0, 0.83, 1.0, 1.0)	1
239	spot, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.83, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(1.0, 0.83, 1.0, 1.0)	1
240	area, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.83, 1.0, 1.0)	A lavenderblush color area light	AREA	(0.4087, 5.2417, -4.3165)	(1.0, 0.83, 1.0, 1.0)	1
241	point, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.61, 1.0)	A palegoldenrod color point light	POINT	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.61, 1.0)	1
242	sun, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.61, 1.0)	A palegoldenrod color sun light	SUN	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.61, 1.0)	1
243	spot, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.61, 1.0)	A palegoldenrod color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.61, 1.0)	1
244	area, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 1.0, 0.61, 1.0)	A palegoldenrod color area light	AREA	(0.4087, 5.2417, -4.3165)	(1.0, 1.0, 0.61, 1.0)	1
245	point, rotation at (0.4087, 5.2417, -4.3165), color is (0.63, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(0.4087, 5.2417, -4.3165)	(0.63, 1.0, 1.0, 1.0)	1
246	sun, rotation at (0.4087, 5.2417, -4.3165), color is (0.63, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(0.4087, 5.2417, -4.3165)	(0.63, 1.0, 1.0, 1.0)	1
247	spot, rotation at (0.4087, 5.2417, -4.3165), color is (0.63, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(0.63, 1.0, 1.0, 1.0)	1
248	area, rotation at (0.4087, 5.2417, -4.3165), color is (0.63, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(0.4087, 5.2417, -4.3165)	(0.63, 1.0, 1.0, 1.0)	1
249	point, rotation at (0.4087, 5.2417, -4.3165), color is (0.77, 1.0, 0.85, 1.0)	A paleturquoise color point light	POINT	(0.4087, 5.2417, -4.3165)	(0.77, 1.0, 0.85, 1.0)	1
250	sun, rotation at (0.4087, 5.2417, -4.3165), color is (0.77, 1.0, 0.85, 1.0)	A paleturquoise color sun light	SUN	(0.4087, 5.2417, -4.3165)	(0.77, 1.0, 0.85, 1.0)	1
251	spot, rotation at (0.4087, 5.2417, -4.3165), color is (0.77, 1.0, 0.85, 1.0)	A paleturquoise color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(0.77, 1.0, 0.85, 1.0)	1
252	area, rotation at (0.4087, 5.2417, -4.3165), color is (0.77, 1.0, 0.85, 1.0)	A paleturquoise color area light	AREA	(0.4087, 5.2417, -4.3165)	(0.77, 1.0, 0.85, 1.0)	1
253	point, rotation at (0.4087, 5.2417, -4.3165), color is (0.73, 0.71, 0.56, 1.0)	A tan color point light	POINT	(0.4087, 5.2417, -4.3165)	(0.73, 0.71, 0.56, 1.0)	1
254	sun, rotation at (0.4087, 5.2417, -4.3165), color is (0.73, 0.71, 0.56, 1.0)	A tan color sun light	SUN	(0.4087, 5.2417, -4.3165)	(0.73, 0.71, 0.56, 1.0)	1
255	spot, rotation at (0.4087, 5.2417, -4.3165), color is (0.73, 0.71, 0.56, 1.0)	A tan color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(0.73, 0.71, 0.56, 1.0)	1
256	area, rotation at (0.4087, 5.2417, -4.3165), color is (0.73, 0.71, 0.56, 1.0)	A tan color area light	AREA	(0.4087, 5.2417, -4.3165)	(0.73, 0.71, 0.56, 1.0)	1
257	point, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.84, 0.77, 1.0)	A peachpuff color point light	POINT	(0.4087, 5.2417, -4.3165)	(1.0, 0.84, 0.77, 1.0)	1
258	sun, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.84, 0.77, 1.0)	A peachpuff color sun light	SUN	(0.4087, 5.2417, -4.3165)	(1.0, 0.84, 0.77, 1.0)	1
259	spot, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.84, 0.77, 1.0)	A peachpuff color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(1.0, 0.84, 0.77, 1.0)	1
260	area, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.84, 0.77, 1.0)	A peachpuff color area light	AREA	(0.4087, 5.2417, -4.3165)	(1.0, 0.84, 0.77, 1.0)	1
261	point, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.94, 0.82, 1.0)	A papayawhip color point light	POINT	(0.4087, 5.2417, -4.3165)	(1.0, 0.94, 0.82, 1.0)	1
262	sun, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.94, 0.82, 1.0)	A papayawhip color sun light	SUN	(0.4087, 5.2417, -4.3165)	(1.0, 0.94, 0.82, 1.0)	1
263	spot, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.94, 0.82, 1.0)	A papayawhip color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(1.0, 0.94, 0.82, 1.0)	1
264	area, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.94, 0.82, 1.0)	A papayawhip color area light	AREA	(0.4087, 5.2417, -4.3165)	(1.0, 0.94, 0.82, 1.0)	1
265	point, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.59, 1.0, 1.0)	A violet color point light	POINT	(0.4087, 5.2417, -4.3165)	(1.0, 0.59, 1.0, 1.0)	1
